country,meat_type,meat_produced
Luxembourg,"Meat, horse",3
Luxembourg,"Meat, pig",12944
Luxembourg,"Meat, rabbit",27
Luxembourg,"Meat, sheep",50
Madagascar,"Meat, cattle",166886
Madagascar,"Meat, chicken",46533
Madagascar,"Meat, duck",12527
Madagascar,"Meat, goat",9581
Madagascar,"Meat, goose and guinea fowl",12686
Madagascar,"Meat, horse",6
Madagascar,"Meat, pig",64791
Madagascar,"Meat, rabbit",744
Madagascar,"Meat, sheep",2975
Madagascar,"Meat, turkey",9738
Malawi,"Meat, cattle",45736
Malawi,"Meat, chicken",130114
Malawi,"Meat, goat",47075
Malawi,"Meat, pig",187440
Malawi,"Meat, sheep",1322
Malaysia,"Meat, buffalo",7440
Malaysia,"Meat, cattle",42158
Malaysia,"Meat, chicken",1648491
Malaysia,"Meat, duck",75887
Malaysia,"Meat, goat",3106
Malaysia,"Meat, horse",197
Malaysia,"Meat, pig",194375
Malaysia,"Meat, sheep",1503
Maldives,"Meat, nes",848
Mali,"Meat, ass",3347
Mali,"Meat, camel",20012
Mali,"Meat, cattle",182000
Mali,"Meat, chicken",48000
Mali,"Meat, goat",98000
Mali,"Meat, horse",2846
Mali,"Meat, pig",2574
Mali,"Meat, sheep",63140
Malta,"Meat, cattle",1117
Malta,"Meat, chicken",3676
Malta,"Meat, goat",40
Malta,"Meat, horse",33
Malta,"Meat, pig",4707
Malta,"Meat, rabbit",2235
Malta,"Meat, sheep",111
Malta,"Meat, turkey",198
Martinique,"Meat, cattle",851
Martinique,"Meat, chicken",1175
Martinique,"Meat, duck",0
Martinique,"Meat, goat",17
Martinique,"Meat, goose and guinea fowl",0
Martinique,"Meat, pig",819
Martinique,"Meat, rabbit",27
Martinique,"Meat, sheep",23
Mauritania,"Meat, ass",2496
Mauritania,"Meat, camel",24268
Mauritania,"Meat, cattle",29767
Mauritania,"Meat, chicken",4775
Mauritania,"Meat, goat",18690
Mauritania,"Meat, horse",610
Mauritania,"Meat, pig",0
Mauritania,"Meat, sheep",35543
Mauritius,"Meat, cattle",1742
Mauritius,"Meat, chicken",47500
Mauritius,"Meat, duck",42
Mauritius,"Meat, goat",34
Mauritius,"Meat, goose and guinea fowl",53
Mauritius,"Meat, pig",632
Mauritius,"Meat, rabbit",25
Mauritius,"Meat, sheep",30
Mauritius,"Meat, turkey",4
Mexico,"Meat, cattle",1926901
Mexico,"Meat, chicken",3211687
Mexico,"Meat, duck",21175
Mexico,"Meat, goat",39777
Mexico,"Meat, horse",78199
Mexico,"Meat, pig",1441851
Mexico,"Meat, rabbit",4440
Mexico,"Meat, sheep",61606
Mexico,"Meat, turkey",16329
Micronesia (Federated States of),"Meat, cattle",240
Micronesia (Federated States of),"Meat, chicken",161
Micronesia (Federated States of),"Meat, goat",13
Micronesia (Federated States of),"Meat, pig",982
Mongolia,"Meat, camel",7122
Mongolia,"Meat, cattle",97680
Mongolia,"Meat, chicken",220
Mongolia,"Meat, goat",80813
Mongolia,"Meat, horse",41787
Mongolia,"Meat, nes",
Mongolia,"Meat, pig",488
Mongolia,"Meat, sheep",126656
Montenegro,"Meat, cattle",5410
Montenegro,"Meat, chicken",3650
Montenegro,"Meat, goat",88
Montenegro,"Meat, pig",1484
Montenegro,"Meat, sheep",1100
Montserrat,"Meat, cattle",730
Montserrat,"Meat, chicken",87
Montserrat,"Meat, goat",25
Montserrat,"Meat, pig",67
Montserrat,"Meat, sheep",24
Morocco,"Meat, camel",3000
Morocco,"Meat, cattle",260700
Morocco,"Meat, chicken",690000
Morocco,"Meat, goat",27500
Morocco,"Meat, horse",2292
Morocco,"Meat, pig",621
Morocco,"Meat, sheep",163350
Morocco,"Meat, turkey",71569
Mozambique,"Meat, cattle",15444
Mozambique,"Meat, chicken",88952
Mozambique,"Meat, duck",3402
Mozambique,"Meat, goat",26400
Mozambique,"Meat, pig",124000
Mozambique,"Meat, rabbit",374
Mozambique,"Meat, sheep",841
Myanmar,"Meat, bird nes",33
Myanmar,"Meat, buffalo",48926
Myanmar,"Meat, cattle",425891
Myanmar,"Meat, chicken",1500000
Myanmar,"Meat, duck",152263
Myanmar,"Meat, goat",89178
Myanmar,"Meat, goose and guinea fowl",9519
Myanmar,"Meat, pig",960555
Myanmar,"Meat, sheep",15194
Myanmar,"Meat, turkey",9
Namibia,"Meat, bird nes",4911
Namibia,"Meat, cattle",33283
Namibia,"Meat, chicken",10806
Namibia,"Meat, goat",3613
Namibia,"Meat, pig",6235
Namibia,"Meat, sheep",10110
Nauru,"Meat, chicken",4
Nauru,"Meat, pig",74
Nepal,"Meat, buffalo",180080
Nepal,"Meat, cattle",50005
Nepal,"Meat, chicken",57268
Nepal,"Meat, duck",241
Nepal,"Meat, goat",67706
Nepal,"Meat, pig",24535
Nepal,"Meat, sheep",2714
Netherlands,"Meat, cattle",440639
Netherlands,"Meat, chicken",1034319
Netherlands,"Meat, duck",17869
Netherlands,"Meat, goat",1780
Netherlands,"Meat, horse",284
Netherlands,"Meat, pig",1455677
Netherlands,"Meat, sheep",12336
Netherlands,"Meat, turkey",47595
Netherlands Antilles (former),"Meat, cattle",20
Netherlands Antilles (former),"Meat, chicken",376
Netherlands Antilles (former),"Meat, goat",33
Netherlands Antilles (former),"Meat, pig",221
Netherlands Antilles (former),"Meat, sheep",41
New Caledonia,"Meat, cattle",3334
New Caledonia,"Meat, chicken",880
New Caledonia,"Meat, goat",9
New Caledonia,"Meat, pig",4175
New Caledonia,"Meat, sheep",11
New Zealand,"Meat, cattle",641745
New Zealand,"Meat, chicken",220983
New Zealand,"Meat, duck",664
New Zealand,"Meat, goat",1416
New Zealand,"Meat, goose and guinea fowl",130
New Zealand,"Meat, horse",36
New Zealand,"Meat, nes",5334
New Zealand,"Meat, pig",46741
New Zealand,"Meat, sheep",451276
New Zealand,"Meat, turkey",1249
Nicaragua,"Meat, cattle",147749
Nicaragua,"Meat, chicken",142712
Nicaragua,"Meat, goat",36
Nicaragua,"Meat, horse",2240
Nicaragua,"Meat, pig",11913
Nicaragua,"Meat, sheep",25
Niger,"Meat, ass",10327
Niger,"Meat, camel",11289
Niger,"Meat, cattle",143745
Niger,"Meat, chicken",18622
Niger,"Meat, goat",38277
Niger,"Meat, horse",772
Niger,"Meat, pig",1500
Niger,"Meat, sheep",19825
Nigeria,"Meat, cattle",373435
Nigeria,"Meat, chicken",201493
Nigeria,"Meat, goat",247966
Nigeria,"Meat, pig",278051
Nigeria,"Meat, sheep",149336
Niue,"Meat, cattle",2
Niue,"Meat, chicken",23
Niue,"Meat, pig",62
Norway,"Meat, cattle",85196
Norway,"Meat, chicken",90944
Norway,"Meat, duck",699
Norway,"Meat, goat",356
Norway,"Meat, horse",61
Norway,"Meat, nes",1997
Norway,"Meat, pig",137250
Norway,"Meat, rabbit",41
Norway,"Meat, sheep",27445
Norway,"Meat, turkey",9319
Palestine,"Meat, cattle",8541
Palestine,"Meat, chicken",61572
Palestine,"Meat, goat",2867
Palestine,"Meat, sheep",11300
Oman,"Meat, camel",13904
Oman,"Meat, cattle",14449
Oman,"Meat, chicken",6527
Oman,"Meat, goat",16789
Oman,"Meat, sheep",30300
Pakistan,"Meat, buffalo",929000
Pakistan,"Meat, cattle",948000
Pakistan,"Meat, chicken",1276000
Pakistan,"Meat, duck",5098
Pakistan,"Meat, goat",333000
Pakistan,"Meat, nes",23450
Pakistan,"Meat, sheep",172000
Panama,"Meat, cattle",69993
Panama,"Meat, chicken",201400
Panama,"Meat, pig",40752
Papua New Guinea,"Meat, cattle",3266
Papua New Guinea,"Meat, chicken",6466
Papua New Guinea,"Meat, duck",16
Papua New Guinea,"Meat, goat",10
Papua New Guinea,"Meat, horse",45
Papua New Guinea,"Meat, pig",80233
Papua New Guinea,"Meat, sheep",32
Papua New Guinea,"Meat, turkey",21
Paraguay,"Meat, cattle",484000
Paraguay,"Meat, chicken",42243
Paraguay,"Meat, duck",1888
Paraguay,"Meat, goat",1164
Paraguay,"Meat, goose and guinea fowl",303
Paraguay,"Meat, horse",321
Paraguay,"Meat, pig",192000
Paraguay,"Meat, sheep",2820
Paraguay,"Meat, turkey",570
Peru,"Meat, cattle",188680
Peru,"Meat, chicken",1464548
Peru,"Meat, goat",5547
Peru,"Meat, other camelids",16967
Peru,"Meat, other rodents",13458
Peru,"Meat, pig",157741
Peru,"Meat, rabbit",3475
Peru,"Meat, sheep",33449
Philippines,"Meat, buffalo",102116
Philippines,"Meat, cattle",210149
Philippines,"Meat, chicken",1236621
Philippines,"Meat, duck",32829
Philippines,"Meat, goat",60243
Philippines,"Meat, goose and guinea fowl",377
Philippines,"Meat, horse",676
Philippines,"Meat, nes",16149
Philippines,"Meat, pig",1837273
Philippines,"Meat, sheep",117
Philippines,"Meat, turkey",1843
Poland,"Meat, cattle",572300
Poland,"Meat, chicken",2102990
Poland,"Meat, duck",51243
Poland,"Meat, goose and guinea fowl",25634
Poland,"Meat, horse",8800
Poland,"Meat, nes",1300
Poland,"Meat, pig",2047800
Poland,"Meat, rabbit",2900
Poland,"Meat, sheep",1400
Poland,"Meat, turkey",171445
Portugal,"Meat, cattle",91187
Portugal,"Meat, chicken",317918
Portugal,"Meat, goat",1149
Portugal,"Meat, horse",223
Portugal,"Meat, nes",
Portugal,"Meat, pig",377866
Portugal,"Meat, sheep",15803
Portugal,"Meat, turkey",43447
Puerto Rico,"Meat, cattle",6646
Puerto Rico,"Meat, chicken",39523
Puerto Rico,"Meat, goat",11
Puerto Rico,"Meat, pig",8366
Puerto Rico,"Meat, rabbit",143
Puerto Rico,"Meat, sheep",21
Qatar,"Meat, camel",1191
Qatar,"Meat, cattle",837
Qatar,"Meat, chicken",16377
Qatar,"Meat, goat",1841
Qatar,"Meat, sheep",9000
Republic of Korea,"Meat, cattle",281000
Republic of Korea,"Meat, chicken",766800
Republic of Korea,"Meat, duck",71000
Republic of Korea,"Meat, goat",2411
Republic of Korea,"Meat, goose and guinea fowl",14
Republic of Korea,"Meat, nes",2600
Republic of Korea,"Meat, pig",1280000
Republic of Korea,"Meat, rabbit",1072
Republic of Korea,"Meat, sheep",5
Republic of Moldova,"Meat, cattle",9000
Republic of Moldova,"Meat, chicken",53350
Republic of Moldova,"Meat, horse",87
Republic of Moldova,"Meat, pig",74257
Republic of Moldova,"Meat, rabbit",872
Republic of Moldova,"Meat, sheep",2231
Republic of Moldova,"Meat, turkey",273
Réunion,"Meat, cattle",1399
Réunion,"Meat, chicken",19906
Réunion,"Meat, duck",3364
Réunion,"Meat, goat",89
Réunion,"Meat, goose and guinea fowl",73
Réunion,"Meat, horse",9
Réunion,"Meat, pig",16336
Réunion,"Meat, rabbit",2609
Réunion,"Meat, sheep",8
Réunion,"Meat, turkey",1500
Romania,"Meat, cattle",96270
Romania,"Meat, chicken",391958
Romania,"Meat, goat",9519
Romania,"Meat, horse",5763
Romania,"Meat, nes",170
Romania,"Meat, pig",451940
Romania,"Meat, rabbit",138
Romania,"Meat, sheep",74769
Russian Federation,"Meat, bird nes",
Russian Federation,"Meat, camel",179
Russian Federation,"Meat, cattle",1613647
Russian Federation,"Meat, chicken",4444334
Russian Federation,"Meat, goat",18744
Russian Federation,"Meat, horse",52422
Russian Federation,"Meat, nes",503535
Russian Federation,"Meat, pig",3529610
Russian Federation,"Meat, rabbit",18878
Russian Federation,"Meat, sheep",203074
Rwanda,"Meat, cattle",31807
Rwanda,"Meat, chicken",18739
Rwanda,"Meat, goat",21446
Rwanda,"Meat, pig",15210
Rwanda,"Meat, rabbit",4776
Rwanda,"Meat, sheep",5307
Saint Kitts and Nevis,"Meat, cattle",46
Saint Kitts and Nevis,"Meat, chicken",135
Saint Kitts and Nevis,"Meat, goat",6
Saint Kitts and Nevis,"Meat, pig",58
Saint Kitts and Nevis,"Meat, sheep",7
Saint Lucia,"Meat, cattle",432
Saint Lucia,"Meat, chicken",1298
Saint Lucia,"Meat, goat",50
Saint Lucia,"Meat, pig",2890
Saint Lucia,"Meat, sheep",95
Saint Pierre and Miquelon,"Meat, cattle",0
Saint Pierre and Miquelon,"Meat, chicken",2
Saint Pierre and Miquelon,"Meat, pig",0
Saint Pierre and Miquelon,"Meat, sheep",0
Saint Vincent and the Grenadines,"Meat, cattle",187
Saint Vincent and the Grenadines,"Meat, chicken",455
Saint Vincent and the Grenadines,"Meat, goat",34
Saint Vincent and the Grenadines,"Meat, pig",367
Saint Vincent and the Grenadines,"Meat, sheep",50
Samoa,"Meat, cattle",1597
Samoa,"Meat, chicken",479
Samoa,"Meat, pig",2817
Sao Tome and Principe,"Meat, cattle",173
Sao Tome and Principe,"Meat, chicken",413
Sao Tome and Principe,"Meat, duck",37
Sao Tome and Principe,"Meat, goat",11
Sao Tome and Principe,"Meat, pig",615
Sao Tome and Principe,"Meat, sheep",4
Sao Tome and Principe,"Meat, turkey",10
Saudi Arabia,"Meat, bird nes",392
Saudi Arabia,"Meat, camel",102875
Saudi Arabia,"Meat, cattle",41600
Saudi Arabia,"Meat, chicken",615858
Saudi Arabia,"Meat, goat",30684
Saudi Arabia,"Meat, sheep",89306
Senegal,"Meat, ass",3200
Senegal,"Meat, camel",16
Senegal,"Meat, cattle",75172
Senegal,"Meat, chicken",76622
Senegal,"Meat, goat",16961
Senegal,"Meat, horse",6815
Senegal,"Meat, nes",7540
Senegal,"Meat, pig",15036
Senegal,"Meat, sheep",28493
Serbia,"Meat, cattle",62033
Serbia,"Meat, chicken",85018
Serbia,"Meat, goat",2858
Serbia,"Meat, nes",60
Serbia,"Meat, pig",312377
Serbia,"Meat, sheep",28689
Seychelles,"Meat, cattle",10
Seychelles,"Meat, chicken",639
Seychelles,"Meat, duck",7
Seychelles,"Meat, goat",22
Seychelles,"Meat, pig",475
Sierra Leone,"Meat, cattle",10467
Sierra Leone,"Meat, chicken",15300
Sierra Leone,"Meat, duck",1320
Sierra Leone,"Meat, goat",2000
Sierra Leone,"Meat, pig",2163
Sierra Leone,"Meat, rabbit",7962
Sierra Leone,"Meat, sheep",1980
Singapore,"Meat, buffalo",0
Singapore,"Meat, cattle",36
Singapore,"Meat, chicken",93180
Singapore,"Meat, duck",4464
Singapore,"Meat, goat",9
Singapore,"Meat, pig",20723
Singapore,"Meat, sheep",23
Slovakia,"Meat, cattle",10534
Slovakia,"Meat, chicken",69656
Slovakia,"Meat, duck",432
Slovakia,"Meat, goat",332
Slovakia,"Meat, goose and guinea fowl",41
Slovakia,"Meat, horse",15
Slovakia,"Meat, nes",850
Slovakia,"Meat, pig",57929
Slovakia,"Meat, rabbit",3882
Slovakia,"Meat, sheep",1050
Slovakia,"Meat, turkey",842
Slovenia,"Meat, cattle",35795
Slovenia,"Meat, chicken",67282
Slovenia,"Meat, goat",293
Slovenia,"Meat, horse",287
Slovenia,"Meat, nes",
Slovenia,"Meat, pig",30034
Slovenia,"Meat, sheep",1438
Slovenia,"Meat, turkey",4600
Solomon Islands,"Meat, cattle",771
Solomon Islands,"Meat, chicken",281
Solomon Islands,"Meat, pig",2472
Somalia,"Meat, camel",46935
Somalia,"Meat, cattle",38781
Somalia,"Meat, chicken",3686
Somalia,"Meat, goat",38840
Somalia,"Meat, pig",103
Somalia,"Meat, sheep",37496
South Africa,"Meat, cattle",1014050
South Africa,"Meat, chicken",1658000
South Africa,"Meat, duck",1175
South Africa,"Meat, goat",11160
South Africa,"Meat, goose and guinea fowl",496
South Africa,"Meat, horse",1370
South Africa,"Meat, pig",235300
South Africa,"Meat, sheep",155800
South Africa,"Meat, turkey",5581
South Sudan,"Meat, cattle",238910
South Sudan,"Meat, chicken",20174
South Sudan,"Meat, goat",50060
South Sudan,"Meat, sheep",122104
Spain,"Meat, ass",420
Spain,"Meat, cattle",643861
Spain,"Meat, chicken",1317487
Spain,"Meat, goat",10713
Spain,"Meat, horse",11034
Spain,"Meat, mule",683
Spain,"Meat, nes",2443
Spain,"Meat, pig",4298893
Spain,"Meat, rabbit",57258
Spain,"Meat, sheep",115114
Spain,"Meat, turkey",197887
Sri Lanka,"Meat, buffalo",3435
Sri Lanka,"Meat, cattle",20810
Sri Lanka,"Meat, chicken",192000
Sri Lanka,"Meat, duck",15
Sri Lanka,"Meat, goat",852
Sri Lanka,"Meat, pig",1325
Sri Lanka,"Meat, sheep",101
Sudan,"Meat, camel",146430
Sudan,"Meat, cattle",331452
Sudan,"Meat, chicken",66896
Sudan,"Meat, goat",107625
Sudan,"Meat, sheep",255571
Suriname,"Meat, cattle",1696
Suriname,"Meat, chicken",7765
Suriname,"Meat, duck",602
Suriname,"Meat, goat",6
Suriname,"Meat, pig",2249
Suriname,"Meat, sheep",13
Sweden,"Meat, cattle",132070
Sweden,"Meat, chicken",152500
Sweden,"Meat, horse",1415
Sweden,"Meat, nes",
Sweden,"Meat, pig",240700
Sweden,"Meat, sheep",5260
Sweden,"Meat, turkey",4290
Switzerland,"Meat, cattle",139744
Switzerland,"Meat, chicken",89551
Switzerland,"Meat, goat",492
Switzerland,"Meat, horse",527
Switzerland,"Meat, pig",238602
Switzerland,"Meat, rabbit",971
Switzerland,"Meat, sheep",5061
Switzerland,"Meat, turkey",1932
Syrian Arab Republic,"Meat, bird nes",1757
Syrian Arab Republic,"Meat, buffalo",889
Syrian Arab Republic,"Meat, camel",1041
Syrian Arab Republic,"Meat, cattle",69766
Syrian Arab Republic,"Meat, chicken",106562
Syrian Arab Republic,"Meat, duck",13
Syrian Arab Republic,"Meat, goat",14003
Syrian Arab Republic,"Meat, goose and guinea fowl",36
Syrian Arab Republic,"Meat, rabbit",27
Syrian Arab Republic,"Meat, sheep",152704
Syrian Arab Republic,"Meat, turkey",148
Tajikistan,"Meat, cattle",53750
Tajikistan,"Meat, chicken",1800
Tajikistan,"Meat, nes",2000
Tajikistan,"Meat, pig",1500
Tajikistan,"Meat, sheep",56838
Thailand,"Meat, buffalo",24239
Thailand,"Meat, cattle",130000
Thailand,"Meat, chicken",1616785
Thailand,"Meat, duck",58882
Thailand,"Meat, goat",1853
Thailand,"Meat, goose and guinea fowl",800
Thailand,"Meat, pig",902330
Thailand,"Meat, sheep",168
North Macedonia,"Meat, cattle",4636
North Macedonia,"Meat, chicken",1716
North Macedonia,"Meat, pig",13105
North Macedonia,"Meat, sheep",3422
Timor-Leste,"Meat, buffalo",653
Timor-Leste,"Meat, cattle",1169
Timor-Leste,"Meat, chicken",773
Timor-Leste,"Meat, goat",338
Timor-Leste,"Meat, nes",17443
Timor-Leste,"Meat, pig",10839
Timor-Leste,"Meat, sheep",74
Togo,"Meat, cattle",11686
Togo,"Meat, chicken",39768
Togo,"Meat, goat",7000
Togo,"Meat, pig",9168
Togo,"Meat, sheep",5278
Tokelau,"Meat, chicken",5
Tokelau,"Meat, pig",19
Tonga,"Meat, cattle",346
Tonga,"Meat, chicken",289
Tonga,"Meat, goat",26
Tonga,"Meat, pig",1688
Trinidad and Tobago,"Meat, cattle",938
Trinidad and Tobago,"Meat, chicken",60813
Trinidad and Tobago,"Meat, goat",43
Trinidad and Tobago,"Meat, pig",2521
Trinidad and Tobago,"Meat, rabbit",10
Trinidad and Tobago,"Meat, sheep",71
Tunisia,"Meat, camel",1445
Tunisia,"Meat, cattle",59800
Tunisia,"Meat, chicken",140300
Tunisia,"Meat, goat",9700
Tunisia,"Meat, horse",541
Tunisia,"Meat, nes",6519
Tunisia,"Meat, pig",127
Tunisia,"Meat, sheep",49800
Tunisia,"Meat, turkey",73185
Turkey,"Meat, buffalo",1339
Turkey,"Meat, camel",
Turkey,"Meat, cattle",987482
Turkey,"Meat, chicken",2136734
Turkey,"Meat, duck",577
Turkey,"Meat, goat",67500
Turkey,"Meat, goose and guinea fowl",2679
Turkey,"Meat, horse",1176
Turkey,"Meat, nes",728
Turkey,"Meat, pig",
Turkey,"Meat, rabbit",35
Turkey,"Meat, sheep",333000
Turkey,"Meat, turkey",52363
Turkmenistan,"Meat, cattle",158946
Turkmenistan,"Meat, chicken",20155
Turkmenistan,"Meat, goat",10560
Turkmenistan,"Meat, nes",1167
Turkmenistan,"Meat, pig",269
Turkmenistan,"Meat, sheep",129045
Tuvalu,"Meat, chicken",59
Tuvalu,"Meat, pig",121
Uganda,"Meat, cattle",180305
Uganda,"Meat, chicken",65481
Uganda,"Meat, goat",36374
Uganda,"Meat, nes",28224
Uganda,"Meat, pig",126338
Uganda,"Meat, sheep",9994
Ukraine,"Meat, cattle",363500
Ukraine,"Meat, chicken",1184700
Ukraine,"Meat, duck",26302
Ukraine,"Meat, goat",6000
Ukraine,"Meat, horse",8400
Ukraine,"Meat, pig",735900
Ukraine,"Meat, rabbit",12200
Ukraine,"Meat, sheep",7500
United Arab Emirates,"Meat, camel",33863
United Arab Emirates,"Meat, cattle",18188
United Arab Emirates,"Meat, chicken",48098
United Arab Emirates,"Meat, goat",55000
United Arab Emirates,"Meat, sheep",4136
United Kingdom,"Meat, cattle",902000
United Kingdom,"Meat, chicken",1629000
United Kingdom,"Meat, duck",30600
United Kingdom,"Meat, goose and guinea fowl",3034
United Kingdom,"Meat, horse",3165
United Kingdom,"Meat, nes",2151
United Kingdom,"Meat, pig",901000
United Kingdom,"Meat, sheep",298000
United Kingdom,"Meat, turkey",151000
United Republic of Tanzania,"Meat, cattle",314138
United Republic of Tanzania,"Meat, chicken",104062
United Republic of Tanzania,"Meat, duck",1333
United Republic of Tanzania,"Meat, goat",41115
United Republic of Tanzania,"Meat, pig",14778
United Republic of Tanzania,"Meat, sheep",25069
United States of America,"Meat, cattle",11907239
United States of America,"Meat, chicken",19140744
United States of America,"Meat, duck",60924
United States of America,"Meat, goat",8811
United States of America,"Meat, horse",20329
United States of America,"Meat, pig",11611177
United States of America,"Meat, sheep",68130
United States of America,"Meat, turkey",2712772
United States Virgin Islands,"Meat, cattle",465
United States Virgin Islands,"Meat, chicken",85
United States Virgin Islands,"Meat, goat",20
United States Virgin Islands,"Meat, pig",106
United States Virgin Islands,"Meat, sheep",14
Uruguay,"Meat, cattle",594122
Uruguay,"Meat, chicken",32208
Uruguay,"Meat, duck",243
Uruguay,"Meat, goose and guinea fowl",142
Uruguay,"Meat, horse",8590
Uruguay,"Meat, pig",11839
Uruguay,"Meat, rabbit",402
Uruguay,"Meat, sheep",14406
Uruguay,"Meat, turkey",402
Uzbekistan,"Meat, camel",2120
Uzbekistan,"Meat, cattle",758690
Uzbekistan,"Meat, chicken",57831
Uzbekistan,"Meat, horse",5564
Uzbekistan,"Meat, nes",2079
Uzbekistan,"Meat, pig",29090
Uzbekistan,"Meat, sheep",228654
Vanuatu,"Meat, cattle",2869
Vanuatu,"Meat, chicken",1151
Vanuatu,"Meat, goat",55
Vanuatu,"Meat, horse",28
Vanuatu,"Meat, pig",3650
Venezuela (Bolivarian Republic of),"Meat, cattle",432000
Venezuela (Bolivarian Republic of),"Meat, chicken",600000
Venezuela (Bolivarian Republic of),"Meat, goat",3800
Venezuela (Bolivarian Republic of),"Meat, pig",162990
Venezuela (Bolivarian Republic of),"Meat, rabbit",1150
Venezuela (Bolivarian Republic of),"Meat, sheep",3000
Viet Nam,"Meat, buffalo",87959
Viet Nam,"Meat, cattle",321666
Viet Nam,"Meat, chicken",786354
Viet Nam,"Meat, duck",131502
Viet Nam,"Meat, goat",16428
Viet Nam,"Meat, horse",1584
Viet Nam,"Meat, nes",25307
Viet Nam,"Meat, pig",3733349
Wallis and Futuna Islands,"Meat, cattle",3
Wallis and Futuna Islands,"Meat, chicken",48
Wallis and Futuna Islands,"Meat, goat",13
Wallis and Futuna Islands,"Meat, pig",314
Western Sahara,"Meat, camel",1689
Western Sahara,"Meat, goat",692
Western Sahara,"Meat, sheep",75
Yemen,"Meat, camel",2812
Yemen,"Meat, cattle",124557
Yemen,"Meat, chicken",167802
Yemen,"Meat, goat",66109
Yemen,"Meat, sheep",50000
Zambia,"Meat, cattle",209300
Zambia,"Meat, chicken",48911
Zambia,"Meat, goat",10086
Zambia,"Meat, pig",31621
Zambia,"Meat, sheep",961
Zimbabwe,"Meat, cattle",73435
Zimbabwe,"Meat, chicken",69000
Zimbabwe,"Meat, duck",56
Zimbabwe,"Meat, goat",25355
Zimbabwe,"Meat, nes",1264
Zimbabwe,"Meat, pig",19250
Zimbabwe,"Meat, sheep",363
Zimbabwe,"Meat, turkey",120
